ITEM_MAT_LIQUID_001,Clean Water
SKILL_COMMON_ITEM_AT_GENESIS_HAMMER_01,
SKILL_COMMON_ITEM_AT_GENESIS_HAMMER_02,
SKILL_COMMON_ITEM_AT_VANISH_SIEGEL_01,
SKILL_COMMON_ITEM_AT_VANISH_SIEGEL_02,
SKILL_COMMON_ITEM_AT_LUNA_LAMP_01,
SKILL_COMMON_ITEM_AT_LUNA_LAMP_02,
SKILL_COMMON_ITEM_AT_ETERNAL_FEAR_01,
SKILL_COMMON_ITEM_AT_ETERNAL_FEAR_02,
SKILL_COMMON_ITEM_AT_WISEMAN_BOOK_01,
SKILL_COMMON_ITEM_AT_TRICKLED_BREEZE_01,
SKILL_COMMON_ITEM_AT_HEALING_BALL_01,
SKILL_COMMON_ITEM_AT_GODDNESS_CUP_01,
SKILL_COMMON_ITEM_AT_THORNS_EMBRACE_01,
SKILL_COMMON_ITEM_AT_ENERGIANICA_01,
SKILL_COMMON_ITEM_AT_MYSTERIOUS_ROBE_01,
SKILL_COMMON_ITEM_AT_HEROIC_GEIST_01,
SKILL_COMMON_ITEM_AT_ASTRONOMICAL_CLOCK_01,
SKILL_COMMON_ITEM_EFF_00_HP_HEAL,
SKILL_COMMON_ITEM_EFF_00_HP_HEAL_ALL,
SKILL_COMMON_ITEM_EFF_01_MP_HEAL,
SKILL_COMMON_ITEM_EFF_01_MP_HEAL_ALL,
SKILL_COMMON_ITEM_EFF_03_BAD_HEAL,
SKILL_COMMON_ITEM_EFF_03_BAD_HEAL_ALL,
SKILL_COMMON_ITEM_EFF_04_POWERUP,
SKILL_COMMON_ITEM_EFF_04_POWERUP_ALL,
SKILL_COMMON_ITEM_EFF_05_POWERDOWN,
SKILL_COMMON_ITEM_EFF_05_POWERDOWN_ALL,
SKILL_COMMON_ITEM_EFF_07_REVIVE,
SKILL_COMMON_ITEM_EFF_07_REVIVE_ALL,
SKILL_COMMON_SYSTEM_ITEMUSE_PC00A_USE_START,
SKILL_COMMON_SYSTEM_ITEMUSE_PC00A_USE_END,
SKILL_COMMON_SYSTEM_ITEMUSE_PC00A_INJECTION,
SKILL_COMMON_SYSTEM_ITEMUSE_PC01A_USE_START,
SKILL_COMMON_SYSTEM_ITEMUSE_PC01A_USE_END,
SKILL_COMMON_SYSTEM_ITEMUSE_PC01A_INJECTION,
SKILL_COMMON_SYSTEM_ITEMUSE_PC02A_USE_START,
SKILL_COMMON_SYSTEM_ITEMUSE_PC02A_USE_END,
SKILL_COMMON_SYSTEM_ITEMUSE_PC02A_INJECTION,
SKILL_COMMON_SYSTEM_ITEMUSE_PC03A_USE_START,
SKILL_COMMON_SYSTEM_ITEMUSE_PC03A_USE_END,
SKILL_COMMON_SYSTEM_ITEMUSE_PC03A_INJECTION,
SKILL_COMMON_SYSTEM_ITEMUSE_PC04A_USE_START,
SKILL_COMMON_SYSTEM_ITEMUSE_PC04A_USE_END,
SKILL_COMMON_SYSTEM_ITEMUSE_PC04A_INJECTION,
SKILL_COMMON_SYSTEM_ITEMUSE_PC05A_USE_START,
SKILL_COMMON_SYSTEM_ITEMUSE_PC05A_USE_END,
SKILL_COMMON_SYSTEM_ITEMUSE_PC05A_INJECTION,
SKILL_COMMON_SYSTEM_CHANGE_ALL,
SKILL_COMMON_SYSTEM_CHANGE_IN,
SKILL_COMMON_SYSTEM_CHANGE_OUT,
SKILL_COMMON_SYSTEM_PC00A_DASH,
SKILL_COMMON_SYSTEM_PC00A_BACK,
SKILL_COMMON_SYSTEM_PC01A_DASH,
SKILL_COMMON_SYSTEM_PC01A_BACK,
SKILL_COMMON_SYSTEM_PC02A_DASH,
SKILL_COMMON_SYSTEM_PC02A_BACK,
SKILL_COMMON_SYSTEM_PC03A_DASH,
SKILL_COMMON_SYSTEM_PC03A_BACK,
SKILL_COMMON_SYSTEM_PC04A_DASH,
SKILL_COMMON_SYSTEM_PC04A_BACK,
SKILL_COMMON_SYSTEM_PC05A_DASH,
SKILL_COMMON_SYSTEM_PC05A_BACK,
SKILL_COMMON_SYSTEM_SKILL_FLAME_RING_00,
SKILL_COMMON_SYSTEM_SKILL_BLAZE_PILLAR_00,
SKILL_COMMON_SYSTEM_SKILL_INCINERATOR_00,
SKILL_COMMON_SYSTEM_SKILL_FROST_BOLT_00,
SKILL_COMMON_SYSTEM_SKILL_ICICLE_NEEDLE_00,
SKILL_COMMON_SYSTEM_SKILL_BLIZZARD_BREATH_00,
SKILL_COMMON_SYSTEM_SKILL_LIGHTNING_BALL_00,
SKILL_COMMON_SYSTEM_SKILL_THUNDER_SPEAR_00,
SKILL_COMMON_SYSTEM_SKILL_DUAL_SMITE_00,
SKILL_COMMON_SYSTEM_SKILL_WIND_CUTTER_00,
SKILL_COMMON_SYSTEM_SKILL_CYCLONE_STORM_00,
SKILL_COMMON_SYSTEM_SKILL_DOWNBURST_00,
SKILL_COMMON_SYSTEM_SKILL_ATTACK_UP_00,
SKILL_COMMON_SYSTEM_SKILL_GUARD_UP_00,
SKILL_COMMON_SYSTEM_SKILL_SPEED_UP_00,
SKILL_COMMON_SYSTEM_SKILL_ALL_UP_00,
SKILL_COMMON_SYSTEM_SKILL_ATTACK_DOWN_00,
SKILL_COMMON_SYSTEM_SKILL_GUARD_DOWN_00,
SKILL_COMMON_SYSTEM_SKILL_SPEED_DOWN_00,
SKILL_COMMON_SYSTEM_SKILL_ALL_DOWN_00,
SKILL_COMMON_SYSTEM_SKILL_HEAL_00,
SKILL_COMMON_SYSTEM_SKILL_HEAL_ALL_00,
SKILL_COMMON_MOB20_APPEAR_00,
SKILL_COMMON_MOB20_DEAD_00,
SKILL_COMMON_MOB21_APPEAR_00,
SKILL_COMMON_MOB21_DEAD_00,
SKILL_COMMON_MOB22_APPEAR_00,
SKILL_COMMON_MOB22_DEAD_00,
SKILL_COMMON_MOB22_DEAD_01,
SKILL_COMMON_MOB23_APPEAR_00,
SKILL_COMMON_MOB23_DEAD_00,
SKILL_COMMON_SYSTEM_WINACT_PC00A,
SKILL_COMMON_SYSTEM_CLEAR_ITEM_HOIST,
SKILL_COMMON_SYSTEM_CLEAR_EYE_TGT,
SKILL_COMMON_SYSTEM_CAM_SUPPORT_G,
SKILL_COMMON_SYSTEM_ACT_SUPPORT_G,
SKILL_COMMON_SYSTEM_BATTLE_START_01_A,
SKILL_COMMON_SYSTEM_BATTLE_START_01_B,
SKILL_COMMON_SYSTEM_BATTLE_START_02_A,
SKILL_COMMON_SYSTEM_BATTLE_START_03_A,
SKILL_COMMON_SYSTEM_DEAD_M,
SKILL_COMMON_SYSTEM_GOHOME,
SKILL_COMMON_SYSTEM_GOHOME_RUN,
SKILL_COMMON_SYSTEM_GOHOME_P,
SKILL_COMMON_SYSTEM_GOHOME_M,
SKILL_COMMON_SYSTEM_ESCAPE,
SKILL_COMMON_SYSTEM_ESCAPE_OTHER,
SKILL_COMMON_SYSTEM_ANNIHILATED,
SKILL_COMMON_SYSTEM_GOHOME_RUN_01,
SKILL_COMMON_SYSTEM_RUN_ATTACK,
SKILL_COMMON_SYSTEM_RUN_BACK,
SKILL_COMMON_SYSTEM_CAMERA_FRONT,
SKILL_COMMON_SYSTEM_CAMERA_FRONT_JUST,
SKILL_COMMON_SYSTEM_CAMERA_FRONT_LONG,
SKILL_COMMON_SYSTEM_CAMERA_BACK,
SKILL_COMMON_SYSTEM_CAMERA_BACK_JUST,
SKILL_COMMON_SYSTEM_CAMERA_BACK_LONG,
SKILL_COMMON_SYSTEM_RESULT_IN,
SKILL_COMMON_SYSTEM_TEST,
SKILL_COMMON_SYSTEM_TEST_MARKER,
SKILL_REISA_NORMALATTACK_1,
SKILL_REISA_NORMALATTACK_2,
SKILL_REISA_NORMALATTACK_3,
SKILL_REISA_ACTIVESKILL_1_1,
SKILL_REISA_ACTIVESKILL_1_2,
SKILL_REISA_ACTIVESKILL_1_3,
SKILL_REISA_ACTIVESKILL_2_1,
SKILL_REISA_ACTIVESKILL_2_2,
SKILL_REISA_ACTIVESKILL_2_3,
SKILL_REISA_ACTIVESKILL_3_1,
SKILL_REISA_ACTIVESKILL_3_2,
SKILL_REISA_ACTIVESKILL_3_3,
SKILL_REISA_ACTIVESKILL_4_1,
SKILL_REISA_ACTIVESKILL_4_2,
SKILL_REISA_ACTIVESKILL_4_3,
SKILL_REISA_ORDERSKILL_1,
SKILL_REISA_ORDERSKILL_2,
SKILL_REISA_EX_ORDERSKILL,
SKILL_REISA_FATALDRIVE,
SKILL_REISA_NORMAL_ORDERSKILL_1_1,
SKILL_REISA_PASSIVESKILL_1,
SKILL_REISA_PASSIVESKILL_2,
SKILL_REISA_PASSIVESKILL_3,
SKILL_REISA_PASSIVESKILL_4,
SKILL_REISA_PASSIVESKILL_5,
SKILL_REISA_PASSIVESKILL_6,
SKILL_REISA_PASSIVESKILL_7,
SKILL_REISA_PASSIVESKILL_8,
SKILL_REISA_PASSIVESKILL_9,
SKILL_REISA_PASSIVESKILL_10,
SKILL_KLAU_NORMALATTACK_1,
SKILL_KLAU_NORMALATTACK_2,
SKILL_KLAU_NORMALATTACK_3,
SKILL_KLAU_ACTIVESKILL_1_1,
SKILL_KLAU_ACTIVESKILL_1_2,
SKILL_KLAU_ACTIVESKILL_1_3,
SKILL_KLAU_ACTIVESKILL_2_1,
SKILL_KLAU_ACTIVESKILL_2_2,
SKILL_KLAU_ACTIVESKILL_2_3,
SKILL_KLAU_ACTIVESKILL_3_1,
SKILL_KLAU_ACTIVESKILL_3_2,
SKILL_KLAU_ACTIVESKILL_3_3,
SKILL_KLAU_ACTIVESKILL_4_1,
SKILL_KLAU_ACTIVESKILL_4_2,
SKILL_KLAU_ACTIVESKILL_4_3,
SKILL_KLAU_ORDERSKILL_1,
SKILL_KLAU_ORDERSKILL_2,
SKILL_KLAU_EX_ORDERSKILL,
SKILL_KLAU_FATALDRIVE,
SKILL_KLAU_NORMAL_ORDERSKILL_1_1,
SKILL_KLAU_PASSIVESKILL_1,
SKILL_KLAU_PASSIVESKILL_2,
SKILL_KLAU_PASSIVESKILL_3,
SKILL_KLAU_PASSIVESKILL_4,
SKILL_KLAU_PASSIVESKILL_5,
SKILL_KLAU_PASSIVESKILL_6,
SKILL_KLAU_PASSIVESKILL_7,
SKILL_KLAU_PASSIVESKILL_8,
SKILL_KLAU_PASSIVESKILL_9,
SKILL_KLAU_PASSIVESKILL_10,
SKILL_LENT_NORMALATTACK_1,
SKILL_LENT_NORMALATTACK_2,
SKILL_LENT_NORMALATTACK_3,
SKILL_LENT_ACTIVESKILL_1_1,
SKILL_LENT_ACTIVESKILL_1_2,
SKILL_LENT_ACTIVESKILL_1_3,
SKILL_LENT_ACTIVESKILL_2_1,
SKILL_LENT_ACTIVESKILL_2_2,
SKILL_LENT_ACTIVESKILL_2_3,
SKILL_LENT_ACTIVESKILL_3_1,
SKILL_LENT_ACTIVESKILL_3_2,
SKILL_LENT_ACTIVESKILL_3_3,
SKILL_LENT_ACTIVESKILL_4_1,
SKILL_LENT_ACTIVESKILL_4_2,
SKILL_LENT_ACTIVESKILL_4_3,
SKILL_LENT_ORDERSKILL_1,
SKILL_LENT_ORDERSKILL_2,
SKILL_LENT_EX_ORDERSKILL,
SKILL_LENT_FATALDRIVE,
SKILL_LENT_NORMAL_ORDERSKILL_1_1,
SKILL_LENT_PASSIVESKILL_1,
SKILL_LENT_PASSIVESKILL_2,
SKILL_LENT_PASSIVESKILL_3,
SKILL_LENT_PASSIVESKILL_4,
SKILL_LENT_PASSIVESKILL_5,
SKILL_LENT_PASSIVESKILL_6,
SKILL_LENT_PASSIVESKILL_7,
SKILL_LENT_PASSIVESKILL_8,
SKILL_LENT_PASSIVESKILL_9,
SKILL_LENT_PASSIVESKILL_10,
SKILL_TAO_NORMALATTACK_1,
SKILL_TAO_NORMALATTACK_2,
SKILL_TAO_NORMALATTACK_3,
SKILL_TAO_ACTIVESKILL_1_1,
SKILL_TAO_ACTIVESKILL_1_2,
SKILL_TAO_ACTIVESKILL_1_3,
SKILL_TAO_ACTIVESKILL_2_1,
SKILL_TAO_ACTIVESKILL_2_2,
SKILL_TAO_ACTIVESKILL_2_3,
SKILL_TAO_ACTIVESKILL_3_1,
SKILL_TAO_ACTIVESKILL_3_2,
SKILL_TAO_ACTIVESKILL_3_3,
SKILL_TAO_ACTIVESKILL_4_1,
SKILL_TAO_ACTIVESKILL_4_2,
SKILL_TAO_ACTIVESKILL_4_3,
SKILL_TAO_ORDERSKILL_1,
SKILL_TAO_ORDERSKILL_2,
SKILL_TAO_EX_ORDERSKILL,
SKILL_TAO_FATALDRIVE,
SKILL_TAO_NORMAL_ORDERSKILL_1_1,
SKILL_TAO_PASSIVESKILL_1,
SKILL_TAO_PASSIVESKILL_2,
SKILL_TAO_PASSIVESKILL_3,
SKILL_TAO_PASSIVESKILL_4,
SKILL_TAO_PASSIVESKILL_5,
SKILL_TAO_PASSIVESKILL_6,
SKILL_TAO_PASSIVESKILL_7,
SKILL_TAO_PASSIVESKILL_8,
SKILL_TAO_PASSIVESKILL_9,
SKILL_TAO_PASSIVESKILL_10,
SKILL_AMPEL_NORMALATTACK_1,
SKILL_AMPEL_NORMALATTACK_2,
SKILL_AMPEL_NORMALATTACK_3,
SKILL_AMPEL_ACTIVESKILL_1_1,
SKILL_AMPEL_ACTIVESKILL_1_2,
SKILL_AMPEL_ACTIVESKILL_1_3,
SKILL_AMPEL_ACTIVESKILL_2_1,
SKILL_AMPEL_ACTIVESKILL_2_2,
SKILL_AMPEL_ACTIVESKILL_2_3,
SKILL_AMPEL_ACTIVESKILL_3_1,
SKILL_AMPEL_ACTIVESKILL_3_2,
SKILL_AMPEL_ACTIVESKILL_3_3,
SKILL_AMPEL_ACTIVESKILL_4_1,
SKILL_AMPEL_ACTIVESKILL_4_2,
SKILL_AMPEL_ACTIVESKILL_4_3,
SKILL_AMPEL_ORDERSKILL_1,
SKILL_AMPEL_ORDERSKILL_2,
SKILL_AMPEL_EX_ORDERSKILL,
SKILL_AMPEL_FATALDRIVE,
SKILL_AMPEL_NORMAL_ORDERSKILL_1_1,
SKILL_AMPEL_PASSIVESKILL_1,
SKILL_AMPEL_PASSIVESKILL_2,
SKILL_AMPEL_PASSIVESKILL_3,
SKILL_AMPEL_PASSIVESKILL_4,
SKILL_AMPEL_PASSIVESKILL_5,
SKILL_AMPEL_PASSIVESKILL_6,
SKILL_AMPEL_PASSIVESKILL_7,
SKILL_AMPEL_PASSIVESKILL_8,
SKILL_AMPEL_PASSIVESKILL_9,
SKILL_AMPEL_PASSIVESKILL_10,
SKILL_LILA_NORMALATTACK_1,
SKILL_LILA_NORMALATTACK_2,
SKILL_LILA_NORMALATTACK_3,
SKILL_LILA_ACTIVESKILL_1_1,
SKILL_LILA_ACTIVESKILL_1_2,
SKILL_LILA_ACTIVESKILL_1_3,
SKILL_LILA_ACTIVESKILL_2_1,
SKILL_LILA_ACTIVESKILL_2_2,
SKILL_LILA_ACTIVESKILL_2_3,
SKILL_LILA_ACTIVESKILL_3_1,
SKILL_LILA_ACTIVESKILL_3_2,
SKILL_LILA_ACTIVESKILL_3_3,
SKILL_LILA_ACTIVESKILL_4_1,
SKILL_LILA_ACTIVESKILL_4_2,
SKILL_LILA_ACTIVESKILL_4_3,
SKILL_LILA_ORDERSKILL_1,
SKILL_LILA_ORDERSKILL_2,
SKILL_LILA_EX_ORDERSKILL,
SKILL_LILA_FATALDRIVE,
SKILL_LILA_NORMAL_ORDERSKILL_1_1,
SKILL_LILA_PASSIVESKILL_1,
SKILL_LILA_PASSIVESKILL_2,
SKILL_LILA_PASSIVESKILL_3,
SKILL_LILA_PASSIVESKILL_4,
SKILL_LILA_PASSIVESKILL_5,
SKILL_LILA_PASSIVESKILL_6,
SKILL_LILA_PASSIVESKILL_7,
SKILL_LILA_PASSIVESKILL_8,
SKILL_LILA_PASSIVESKILL_9,
SKILL_LILA_PASSIVESKILL_10,
SKILL_COMMON_FIRE_1,
SKILL_COMMON_FIRE_2,
SKILL_COMMON_FIRE_3,
SKILL_COMMON_ICE_1,
SKILL_COMMON_ICE_2,
SKILL_COMMON_ICE_3,
SKILL_COMMON_THUNDER_1,
SKILL_COMMON_THUNDER_2,
SKILL_COMMON_THUNDER_3,
SKILL_COMMON_WIND_1,
SKILL_COMMON_WIND_2,
SKILL_COMMON_WIND_3,
SKILL_COMMON_ATKUP,
SKILL_COMMON_DEFUP,
SKILL_COMMON_SPDUP,
SKILL_COMMON_ALLUP,
SKILL_COMMON_ATKDOWN,
SKILL_COMMON_DEFDOWN,
SKILL_COMMON_SPDDOWN,
SKILL_COMMON_ALLDOWN,
SKILL_COMMON_HEAL,
SKILL_COMMON_HEALALL,
SKILL_PUNI_SKILL_1,
SKILL_PUNI_SKILL_2,
SKILL_PUNI_SKILL_3,
SKILL_PUNI_SKILL_4,
SKILL_PUNI_EX_SKILL,
SKILL_WEASEL_SKILL_1,
SKILL_WEASEL_SKILL_2,
SKILL_WEASEL_SKILL_3,
SKILL_WEASEL_SKILL_4,
SKILL_WEASEL_EX_SKILL,
SKILL_SPIRIT_SKILL_1,
SKILL_SPIRIT_SKILL_2,
SKILL_SPIRIT_SKILL_3,
SKILL_SPIRIT_SKILL_4,
SKILL_SPIRIT_EX_SKILL,
SKILL_MINIGOLEM_SKILL_1,
SKILL_MINIGOLEM_SKILL_2,
SKILL_MINIGOLEM_SKILL_3,
SKILL_MINIGOLEM_SKILL_4,
SKILL_MINIGOLEM_EX_SKILL,
SKILL_KNIGHT_SKILL_1,
SKILL_KNIGHT_SKILL_2,
SKILL_KNIGHT_SKILL_3,
SKILL_KNIGHT_SKILL_4,
SKILL_KNIGHT_EX_SKILL,
SKILL_SCORPION_SKILL_1,
SKILL_SCORPION_SKILL_2,
SKILL_SCORPION_SKILL_3,
SKILL_SCORPION_SKILL_4,
SKILL_SCORPION_EX_SKILL,
SKILL_RAT_SKILL_1,
SKILL_RAT_SKILL_2,
SKILL_RAT_SKILL_3,
SKILL_RAT_SKILL_4,
SKILL_RAT_EX_SKILL,
SKILL_MINIDRAGON_SKILL_1,
SKILL_MINIDRAGON_SKILL_2,
SKILL_MINIDRAGON_SKILL_3,
SKILL_MINIDRAGON_SKILL_4,
SKILL_MINIDRAGON_EX_SKILL,
SKILL_SHARK_SKILL_1,
SKILL_SHARK_SKILL_2,
SKILL_SHARK_SKILL_3,
SKILL_SHARK_SKILL_4,
SKILL_SHARK_EX_SKILL,
SKILL_BEETLE_SKILL_1,
SKILL_BEETLE_SKILL_2,
SKILL_BEETLE_SKILL_3,
SKILL_BEETLE_SKILL_4,
SKILL_BEETLE_EX_SKILL,
SKILL_WYVERN_SKILL_1,
SKILL_WYVERN_SKILL_2,
SKILL_WYVERN_SKILL_3,
SKILL_WYVERN_SKILL_4,
SKILL_WYVERN_SKILL_5,
SKILL_WYVERN_SKILL_6,
SKILL_WYVERN_SKILL_7,
SKILL_WYVERN_EX_SKILL,
SKILL_ELEMENT_SKILL_1_1,
SKILL_ELEMENT_SKILL_1_2,
SKILL_ELEMENT_SKILL_1_3,
SKILL_ELEMENT_SKILL_1_4,
SKILL_ELEMENT_SKILL_1_5,
SKILL_ELEMENT_SKILL_2,
SKILL_ELEMENT_SKILL_3,
SKILL_ELEMENT_SKILL_4,
SKILL_ELEMENT_SKILL_5,
SKILL_ELEMENT_SKILL_6,
SKILL_ELEMENT_SKILL_7,
SKILL_ELEMENT_EX_SKILL_1,
SKILL_ELEMENT_EX_SKILL_2,
SKILL_ELEMENT_EX_SKILL_3,
SKILL_ELEMENT_EX_SKILL_4,
SKILL_ELEMENT_EX_SKILL_5,
SKILL_LASTBOSS_A_SKILL_1,
SKILL_LASTBOSS_A_SKILL_2,
SKILL_LASTBOSS_A_SKILL_3,
SKILL_LASTBOSS_A_SKILL_4,
SKILL_LASTBOSS_A_SKILL_5,
SKILL_LASTBOSS_A_SKILL_6,
SKILL_LASTBOSS_A_SKILL_7,
SKILL_LASTBOSS_A_EX_SKILL,
SKILL_LASTBOSS_B_SKILL_1,
SKILL_LASTBOSS_B_SKILL_2,
SKILL_LASTBOSS_B_SKILL_3,
SKILL_LASTBOSS_B_SKILL_4,
SKILL_LASTBOSS_B_SKILL_5,
SKILL_LASTBOSS_B_SKILL_6,
SKILL_LASTBOSS_B_SKILL_7,
SKILL_LASTBOSS_B_EX_SKILL,
SKILL_ROLE_PASSIVE_NOVIS,
SKILL_ROLE_PASSIVE_ATTACKER,
SKILL_ROLE_PASSIVE_DEFENDER,
SKILL_ROLE_PASSIVE_SUPPORTER,
SKILL_ROLE_PASSIVE_HIGH_ATTACKER,
SKILL_ROLE_PASSIVE_HIGH_DEFENDER,
SKILL_ROLE_PASSIVE_HIGH_SUPPORTER,
SKILL_ROLE_PASSIVE_ACCEL_BATTLER,
SKILL_ROLE_PASSIVE_MIGHTY_LORD,
SKILL_ROLE_PASSIVE_AROUND_FIGHTER,
SKILL_ROLE_PASSIVE_NOVIS_LEGEND,
SKILL_ROLE_PASSIVE_BRAVER,
SKILL_HARDCORE_ABILITY,
SKILL_DESPAIR_ABILITY,
SKILL_NOHOPE_ABILITY,
SKILL_WIPE_OUT,
SKILL_COMMON_PASSIVE_HP_1,
SKILL_COMMON_PASSIVE_HP_2,
SKILL_COMMON_PASSIVE_HP_3,
SKILL_COMMON_PASSIVE_ATK_1,
SKILL_COMMON_PASSIVE_ATK_2,
SKILL_COMMON_PASSIVE_ATK_3,
SKILL_COMMON_PASSIVE_DEF_1,
SKILL_COMMON_PASSIVE_DEF_2,
SKILL_COMMON_PASSIVE_DEF_3,
SKILL_COMMON_PASSIVE_SPD_1,
SKILL_COMMON_PASSIVE_SPD_2,
SKILL_COMMON_PASSIVE_SPD_3,
SKILL_COMMON_PASSIVE_CRIT_1,
SKILL_COMMON_PASSIVE_CRIT_2,
SKILL_COMMON_PASSIVE_CRIT_3,
SKILL_COMMON_PASSIVE_DODGE_1,
SKILL_COMMON_PASSIVE_DODGE_2,
SKILL_COMMON_PASSIVE_DODGE_3,
SKILL_WEP_FORGE_KNOCKBACK_1,
SKILL_WEP_FORGE_KNOCKBACK_2,
SKILL_WEP_FORGE_FROSTBITE_1,
SKILL_WEP_FORGE_FROSTBITE_2,
SKILL_WEP_FORGE_TRUE_DAMAGE_1,
SKILL_WEP_FORGE_TRUE_DAMAGE_2,
SKILL_WEP_FORGE_TRUE_DAMAGE_3,
SKILL_WEP_FORGE_THORN_1,
SKILL_WEP_FORGE_THORN_2,
SKILL_WEP_FORGE_FIRE_1,
SKILL_WEP_FORGE_FIRE_2,
SKILL_WEP_FORGE_ICE_1,
SKILL_WEP_FORGE_ICE_2,
SKILL_WEP_FORGE_THUN_1,
SKILL_WEP_FORGE_THUN_2,
SKILL_WEP_FORGE_WIND_1,
SKILL_WEP_FORGE_WIND_2,
SKILL_WEP_FORGE_DESTROY_1,
SKILL_WEP_FORGE_DESTROY_2,
SKILL_WEP_FORGE_BLIND_1,
SKILL_WEP_FORGE_BLIND_2,
SKILL_WEP_FORGE_BLIND_3,
SKILL_WEP_FORGE_BRAEK_1,
SKILL_WEP_FORGE_BRAEK_2,
SKILL_WEP_FORGE_CORE_1,
SKILL_WEP_FORGE_CORE_2,
SKILL_WEP_FORGE_CORE_3,
SKILL_WEP_FORGE_POISON_1,
SKILL_WEP_FORGE_POISON_2,
SKILL_WEP_FORGE_POISON_3,
SKILL_WEP_FORGE_SLEEP_1,
SKILL_WEP_FORGE_SLEEP_2,
SKILL_WEP_FORGE_SLEEP_3,
SKILL_BIG_PUNI_SKILL_1,
SKILL_BIG_PUNI_SKILL_2,
SKILL_BIG_PUNI_SKILL_3,
SKILL_BIG_PUNI_SKILL_4,
SKILL_BIG_PUNI_EX_SKILL,
SKILL_BIG_WEASEL_SKILL_1,
SKILL_BIG_WEASEL_SKILL_2,
SKILL_BIG_WEASEL_SKILL_3,
SKILL_BIG_WEASEL_SKILL_4,
SKILL_BIG_WEASEL_EX_SKILL,
SKILL_BIG_SPIRIT_SKILL_1,
SKILL_BIG_SPIRIT_SKILL_2,
SKILL_BIG_SPIRIT_SKILL_3,
SKILL_BIG_SPIRIT_SKILL_4,
SKILL_BIG_SPIRIT_EX_SKILL,
SKILL_BIG_MINIGOLEM_SKILL_1,
SKILL_BIG_MINIGOLEM_SKILL_2,
SKILL_BIG_MINIGOLEM_SKILL_3,
SKILL_BIG_MINIGOLEM_SKILL_4,
SKILL_BIG_MINIGOLEM_EX_SKILL,
SKILL_BIG_KNIGHT_SKILL_1,
SKILL_BIG_KNIGHT_SKILL_2,
SKILL_BIG_KNIGHT_SKILL_3,
SKILL_BIG_KNIGHT_SKILL_4,
SKILL_BIG_KNIGHT_EX_SKILL,
SKILL_BIG_MINIDRAGON_SKILL_1,
SKILL_BIG_MINIDRAGON_SKILL_2,
SKILL_BIG_MINIDRAGON_SKILL_3,
SKILL_BIG_MINIDRAGON_SKILL_4,
SKILL_BIG_MINIDRAGON_EX_SKILL,
SKILL_WYVERN_EX_SKILL_2,
SKILL_LASTBOSS_B_EX_SKILL_2,
SKILL_LASTBOSS_A_EX_SKILL_2,
SKILL_POTENTIAL_FIRE,
SKILL_POTENTIAL_ICE,
SKILL_POTENTIAL_THUN,
SKILL_POTENTIAL_WIND,
SKILL_POTENTIAL_DARK,
SKILL_DISTANCE_NEAR,
SKILL_DISTANCE_FAR,
SKILL_TARGET_ENEMY,
SKILL_TARGET_SELF,
SKILL_TARGET_PARTY,
SKILL_TARGET_AUTO,
SKILL_TARGET_PARTY_NOT_SELF,
SKILL_TARGET_ALL,
Small,
Medium,
Large,
STATUS_ICON_ATT_FIRE,
STATUS_ICON_ATT_ICE,
STATUS_ICON_ATT_THUN,
STATUS_ICON_ATT_WIND,
STATUS_ICON_ATT_PHY,
STATUS_ICON_ATT_MAGIC,
STATUS_ICON_ATT_BLESS,
STATUS_ICON_RANGE_SINGLE,
STATUS_ICON_RANGE_DIFF,
STATUS_ICON_RANGE_AREA,
STATUS_ICON_RANGE_ALL,
STATUS_ICON_KIND_ATK,
STATUS_ICON_KIND_HEAL,
STATUS_ICON_KIND_BUFF,
STATUS_ICON_KIND_DEBUFF,
STATUS_ICON_KIND_COMMON_PASSIVE,
STATUS_ICON_KIND_PASSIVE,
STATUS_ICON_KIND_COND_PASSIVE,
STATUS_ICON_POISON,
STATUS_ICON_VENOM,
STATUS_ICON_SLEEP,
STATUS_ICON_SLOW,
STATUS_ICON_CURSE,
STATUS_ICON_DARK,
STATUS_ICON_SEAL,
STATUS_ICON_HEAT,
STATUS_ICON_FROSTBITE,
STATUS_ICON_PARALYSIS,
STATUS_ICON_THORN,
STATUS_ICON_ATK_DOWN,
STATUS_ICON_DEF_DOWN,
STATUS_ICON_SPD_DOWN,
STATUS_ICON_ALL_DOWN,
STATUS_ICON_DEBUFF_CONDITION,
STATUS_ICON_MAX_HP_DOWN,
STATUS_ICON_CRITICAL_RATE_DOWN,
STATUS_ICON_RESIST_PHY_DOWN,
STATUS_ICON_RESIST_MAGIC_DOWN,
STATUS_ICON_RESIST_FIRE_DOWN,
STATUS_ICON_RESIST_ICE_DOWN,
STATUS_ICON_RESIST_THUN_DOWN,
STATUS_ICON_RESIST_WIND_DOWN,
STATUS_ICON_AUTO_HEAL_HP,
STATUS_ICON_ACCEL,
STATUS_ICON_PROTECT_BAD_STATUS,
STATUS_ICON_REDUCE_BAD_STATUS,
STATUS_ICON_PROTECT_DAMAGE,
STATUS_ICON_GUTS,
STATUS_ICON_PLUS_AP,
STATUS_ICON_PLUS_ITEM_DAMAGE,
STATUS_ICON_PLUS_SKILL_DAMAGE,
STATUS_ICON_REDUCE_BREAK,
STATUS_ICON_ATK_UP,
STATUS_ICON_DEF_UP,
STATUS_ICON_SPD_UP,
